Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Age,Sex,Job_Status,Borough_MX,Has_Anxiety,Recent_Illness_Doctor_Visit,In_Relationship
1453,6.6,3.0,9.9,2.0,2.5,3.03,Moderate,24,Female,Part-time,Venustiano Carranza,Yes,Yes,Yes
1454,5.8,2.8,7.6,3.9,3.9,3.09,Low,24,Male,Not working,Miguel Hidalgo,No,Yes,No
1455,9.4,1.8,9.5,2.5,0.8,3.91,High,20,Female,Part-time,Alvaro Obregon,Yes,Yes,No
1456,6.6,3.9,8.3,0.2,5.0,2.93,Moderate,21,Male,Part-time,Tlahuac,No,No,No
1457,6.6,2.5,5.3,0.1,9.5,2.6,High,23,Male,Not working,Magdalena Contreras,Yes,No,Yes
1458,7.2,1.1,5.8,4.1,5.8,2.96,High,23,Male,Full-time,Cuauhtemoc,No,Yes,Yes
1459,7.6,0.8,6.6,3.6,5.4,3.3,Moderate,23,Female,Part-time,Alvaro Obregon,Yes,Yes,Yes
1460,8.6,2.7,7.4,3.4,1.9,3.45,High,20,Male,Part-time,Xochimilco,Yes,No,No
1461,5.2,2.5,8.9,3.0,4.4,2.51,Low,21,Male,Not working,Coyoacan,No,No,No
1462,8.2,2.8,9.4,1.2,2.4,3.06,High,20,Female,Not working,Azcapotzalco,Yes,Yes,No
1463,8.8,2.2,9.4,1.9,1.7,3.85,High,25,Male,Full-time,Xochimilco,Yes,No,Yes
1464,8.7,3.9,5.4,0.3,5.7,3.42,High,20,Female,Part-time,Milpa Alta,Yes,No,No
1465,9.7,2.1,8.1,2.0,2.1,3.49,High,23,Female,Full-time,Iztapalapa,Yes,No,No
1466,8.7,1.2,6.5,5.0,2.6,3.25,High,24,Female,Part-time,Tlahuac,No,Yes,Yes
1467,5.4,3.5,6.3,3.6,5.2,2.85,Low,21,Female,Part-time,Milpa Alta,Yes,No,Yes
1468,7.1,2.8,6.7,1.7,5.7,3.16,Moderate,21,Female,Full-time,Cuajimalpa de Morelos,Yes,No,Yes
1469,10.0,3.0,8.2,1.0,1.8,3.81,High,22,Male,Not working,Coyoacan,Yes,No,Yes
1470,7.7,3.4,5.2,2.2,5.5,3.22,High,20,Male,Not working,Benito Juarez,Yes,No,Yes
1471,6.2,1.8,5.4,5.7,4.9,2.98,High,22,Female,Part-time,Iztapalapa,Yes,Yes,No
1472,7.8,3.7,5.0,4.5,3.0,3.16,High,22,Male,Part-time,Iztacalco,Yes,No,Yes
1473,9.5,0.6,5.5,2.5,5.9,3.44,High,23,Female,Full-time,Xochimilco,Yes,No,Yes
1474,7.6,0.6,5.0,4.9,5.9,3.29,High,20,Female,Part-time,Benito Juarez,Yes,No,Yes
1475,5.4,2.5,9.6,1.3,5.2,2.69,Low,23,Male,Full-time,Coyoacan,No,Yes,Yes
1476,8.0,0.7,8.7,1.8,4.8,3.25,Moderate,24,Male,Not working,Miguel Hidalgo,Yes,No,Yes
1477,7.3,2.4,5.9,4.4,4.0,3.3,High,21,Female,Part-time,Magdalena Contreras,Yes,Yes,Yes
1478,5.8,2.8,5.6,2.6,7.2,2.62,High,23,Male,Full-time,Iztapalapa,Yes,No,No
1479,6.2,3.0,6.3,5.3,3.2,2.91,Moderate,22,Male,Full-time,Gustavo A. Madero,No,No,Yes
1480,8.1,0.4,7.0,4.3,4.2,3.24,High,25,Female,Part-time,Cuauhtemoc,Yes,Yes,No
1481,8.3,2.5,6.4,2.3,4.5,3.31,High,24,Male,Part-time,Alvaro Obregon,Yes,No,Yes
1482,7.5,2.8,6.2,1.9,5.6,3.02,Moderate,22,Male,Part-time,Benito Juarez,No,No,Yes
1483,6.7,0.1,6.7,4.8,5.7,3.01,Moderate,20,Female,Not working,Alvaro Obregon,Yes,Yes,Yes
1484,7.3,0.1,9.4,0.1,7.1,3.29,Moderate,20,Female,Part-time,Alvaro Obregon,Yes,Yes,Yes
1485,9.7,2.0,6.7,5.2,0.4,3.47,High,22,Male,Part-time,Tlalpan,No,Yes,No
1486,7.7,0.9,7.1,3.9,4.4,3.08,Moderate,21,Male,Part-time,Tlalpan,Yes,Yes,No
1487,8.6,0.0,9.7,0.9,4.8,3.14,High,22,Male,Not working,Benito Juarez,Yes,No,No
1488,5.2,0.5,9.9,1.9,6.5,2.61,Low,24,Female,Part-time,Alvaro Obregon,Yes,No,Yes
1489,5.6,0.4,8.6,5.1,4.3,2.81,Low,23,Female,Full-time,Cuauhtemoc,Yes,No,No
1490,6.1,2.1,6.3,5.6,3.9,2.73,Moderate,24,Male,Full-time,Venustiano Carranza,Yes,No,No
1491,9.5,2.3,6.8,2.1,3.3,3.74,High,23,Male,Full-time,Benito Juarez,Yes,Yes,No
1492,7.3,3.4,9.7,1.2,2.4,2.97,Moderate,22,Male,Part-time,Alvaro Obregon,Yes,No,No
1493,7.8,0.4,6.0,2.5,7.3,3.24,Moderate,21,Male,Part-time,Iztacalco,Yes,No,No
1494,5.8,1.8,8.0,4.2,4.2,2.82,Low,21,Male,Not working,Tlalpan,No,No,Yes
1495,6.9,3.5,7.8,2.5,3.3,3.02,Moderate,23,Female,Full-time,Benito Juarez,Yes,No,No
1496,9.1,2.5,9.2,1.6,1.6,3.22,High,25,Male,Part-time,Tlalpan,No,No,Yes
1497,5.6,0.1,6.5,4.2,7.6,2.71,Low,22,Female,Not working,Iztapalapa,No,No,Yes
1498,7.5,1.7,7.1,1.4,6.3,3.32,Moderate,24,Female,Not working,Alvaro Obregon,No,No,No
1499,5.7,0.8,5.3,1.2,11.0,2.74,High,21,Female,Part-time,Gustavo A. Madero,Yes,Yes,No
1500,6.8,0.0,9.2,0.2,7.8,2.8,Moderate,22,Female,Not working,Benito Juarez,No,No,No
1501,9.7,3.6,7.7,1.6,1.4,3.22,High,22,Male,Not working,Coyoacan,Yes,No,No
1502,8.2,0.2,5.3,2.7,7.6,3.55,High,23,Male,Not working,Iztacalco,Yes,Yes,Yes
1503,7.7,3.6,5.5,4.9,2.3,3.06,High,22,Male,Part-time,Alvaro Obregon,Yes,No,Yes
1504,6.6,1.6,5.8,3.0,7.0,2.73,High,22,Female,Part-time,Alvaro Obregon,Yes,No,Yes
1505,9.0,1.8,7.5,4.8,0.9,3.33,High,22,Female,Part-time,Magdalena Contreras,Yes,Yes,Yes
1506,6.3,3.5,7.9,1.3,5.0,3.32,Moderate,23,Female,Full-time,Tlalpan,Yes,No,Yes
1507,6.3,3.2,5.2,6.0,3.3,3.0,High,23,Male,Full-time,Tlalpan,Yes,No,Yes
1508,7.0,2.0,9.4,2.3,3.3,2.98,Moderate,22,Male,Part-time,Coyoacan,Yes,No,Yes
1509,7.7,0.2,5.0,1.5,9.6,3.0,High,21,Female,Part-time,Coyoacan,Yes,No,No
1510,5.6,1.6,8.2,4.3,4.3,2.91,Low,21,Male,Part-time,Milpa Alta,No,Yes,No
1511,5.9,0.3,9.7,1.6,6.5,2.76,Low,25,Male,Not working,Gustavo A. Madero,No,No,Yes
1512,9.1,3.1,8.0,1.3,2.5,3.46,High,23,Female,Full-time,Milpa Alta,No,No,Yes
1513,6.3,0.5,7.5,3.5,6.2,2.87,Moderate,24,Male,Full-time,Gustavo A. Madero,Yes,Yes,No
1514,6.8,2.6,9.5,0.8,4.3,2.58,Moderate,24,Female,Not working,Xochimilco,No,No,Yes
1515,6.9,0.6,8.1,4.4,4.0,3.0,Moderate,23,Male,Full-time,Gustavo A. Madero,Yes,No,Yes
1516,9.8,0.3,8.0,0.3,5.6,3.53,High,23,Female,Not working,Iztapalapa,Yes,No,No
1517,9.5,2.1,8.3,3.4,0.7,3.35,High,23,Female,Full-time,Gustavo A. Madero,Yes,No,Yes
1518,5.6,1.9,8.0,0.2,8.3,2.99,Low,20,Female,Full-time,Cuauhtemoc,No,No,No
1519,6.4,0.1,7.1,5.4,5.0,2.72,Moderate,23,Male,Full-time,Iztapalapa,Yes,No,Yes
1520,9.6,3.0,8.7,1.9,0.8,3.45,High,21,Female,Not working,Tlalpan,No,No,No
1521,6.0,0.8,8.4,1.3,7.5,3.19,Moderate,21,Male,Not working,Gustavo A. Madero,Yes,No,No
1522,8.9,1.8,9.0,3.6,0.7,3.27,High,23,Female,Part-time,Tlalpan,Yes,No,No
1523,8.3,0.9,6.4,1.9,6.5,3.18,High,25,Female,Full-time,Iztapalapa,Yes,No,No
1524,6.0,1.8,9.5,0.6,6.1,2.78,Moderate,20,Female,Part-time,Gustavo A. Madero,No,No,No
1525,8.6,2.7,5.5,5.5,1.7,2.9,High,20,Male,Not working,Iztapalapa,Yes,No,No
1526,8.8,1.0,8.5,0.2,5.5,3.52,High,23,Female,Part-time,Tlahuac,No,No,No
1527,9.2,1.8,8.2,1.1,3.7,3.6,High,20,Female,Not working,Iztapalapa,Yes,No,No
1528,7.4,2.5,7.3,5.4,1.4,3.25,Moderate,22,Male,Part-time,Tlalpan,No,No,Yes
1529,7.5,3.4,9.0,1.7,2.4,3.03,Moderate,20,Male,Not working,Benito Juarez,No,No,No
1530,9.1,0.9,7.6,4.8,1.6,3.08,High,23,Female,Part-time,Alvaro Obregon,Yes,Yes,Yes
1531,6.8,2.6,6.2,0.7,7.7,3.0,Moderate,22,Female,Part-time,Milpa Alta,Yes,Yes,Yes
1532,6.4,3.4,6.7,5.8,1.7,2.98,Moderate,21,Female,Not working,Iztapalapa,No,Yes,No
1533,9.9,1.1,5.2,4.2,3.6,3.3,High,24,Male,Full-time,Benito Juarez,No,No,No
1534,8.5,0.1,9.4,0.8,5.2,3.25,High,23,Female,Not working,Milpa Alta,Yes,No,Yes
1535,5.6,0.7,9.8,4.2,3.7,2.75,Low,23,Male,Full-time,Azcapotzalco,No,No,Yes
1536,6.7,0.9,7.4,3.3,5.7,3.26,Moderate,21,Male,Not working,Benito Juarez,Yes,No,No
1537,8.2,1.0,9.7,0.9,4.2,2.81,High,23,Female,Part-time,Cuauhtemoc,No,No,Yes
1538,7.2,2.3,7.2,2.5,4.8,3.03,Moderate,21,Male,Part-time,Venustiano Carranza,Yes,No,No
1539,8.7,2.7,9.2,0.8,2.6,3.58,High,25,Female,Not working,Iztapalapa,Yes,No,Yes
1540,6.8,1.9,6.6,0.9,7.8,3.38,Moderate,24,Male,Part-time,Tlalpan,Yes,Yes,Yes
1541,6.1,0.4,8.4,4.0,5.1,2.88,Moderate,23,Male,Full-time,Tlalpan,No,Yes,No
1542,7.9,3.9,7.7,4.1,0.4,3.4,Moderate,24,Male,Part-time,Coyoacan,Yes,Yes,No
1543,5.4,0.8,7.2,3.5,7.1,2.71,Low,23,Male,Not working,Gustavo A. Madero,No,No,No
1544,9.0,2.4,6.0,3.0,3.6,3.32,High,22,Female,Not working,Miguel Hidalgo,Yes,Yes,Yes
1545,8.7,3.1,7.5,1.4,3.3,2.99,High,23,Female,Not working,Magdalena Contreras,Yes,Yes,No
1546,8.7,1.0,5.9,3.2,5.2,3.17,High,20,Female,Not working,Cuauhtemoc,Yes,Yes,Yes
1547,6.4,2.5,5.6,3.9,5.6,2.89,High,22,Female,Not working,Cuauhtemoc,Yes,No,Yes
1548,8.9,2.4,9.9,1.0,1.8,3.44,High,23,Female,Not working,Benito Juarez,Yes,No,No
1549,8.4,0.3,7.0,5.8,2.5,2.9,High,21,Female,Part-time,Alvaro Obregon,Yes,No,Yes
1550,5.6,2.8,8.2,2.2,5.2,2.91,Low,25,Female,Full-time,Miguel Hidalgo,No,Yes,No
1551,9.8,0.1,6.5,5.5,2.1,3.24,High,22,Male,Not working,Xochimilco,Yes,Yes,No
1552,7.7,3.3,5.5,5.7,1.8,2.99,High,23,Male,Full-time,Tlalpan,Yes,No,Yes
1553,9.0,0.7,8.6,2.2,3.5,3.62,High,25,Male,Not working,Milpa Alta,No,No,Yes
1554,9.8,0.5,7.1,2.9,3.7,3.38,High,24,Female,Not working,Iztapalapa,Yes,Yes,No
1555,6.9,1.5,5.3,4.1,6.2,2.77,High,25,Female,Part-time,Benito Juarez,No,No,No
1556,9.1,3.2,7.4,1.3,3.0,3.31,High,23,Male,Not working,Azcapotzalco,Yes,Yes,Yes
1557,8.2,1.2,6.2,4.4,4.0,3.08,High,20,Female,Part-time,Gustavo A. Madero,Yes,Yes,No
1558,6.2,3.7,7.6,2.2,4.3,2.84,Moderate,20,Female,Not working,Coyoacan,No,No,Yes
1559,9.4,1.6,6.7,1.2,5.1,3.11,High,21,Male,Not working,Gustavo A. Madero,No,Yes,Yes
1560,8.4,1.2,7.9,0.4,6.1,3.06,High,23,Male,Not working,Azcapotzalco,Yes,No,No
1561,6.0,1.6,9.7,2.3,4.4,2.66,Moderate,24,Female,Full-time,Miguel Hidalgo,Yes,Yes,No
1562,5.6,0.2,6.5,0.9,10.8,3.0,Low,24,Male,Part-time,Tlalpan,No,No,No
1563,5.9,3.0,5.1,3.3,6.7,2.91,High,20,Female,Part-time,Magdalena Contreras,Yes,Yes,Yes
1564,7.8,1.3,6.5,4.4,4.0,2.69,Moderate,21,Female,Not working,Coyoacan,Yes,No,Yes
1565,9.4,0.8,5.5,5.4,2.9,3.55,High,23,Female,Part-time,Iztacalco,Yes,No,Yes
1566,6.8,0.5,7.9,3.2,5.6,2.61,Moderate,20,Male,Not working,Gustavo A. Madero,Yes,No,Yes
1567,6.0,1.8,9.0,3.5,3.7,2.92,Moderate,21,Male,Part-time,Tlalpan,No,No,No
1568,8.5,3.2,8.1,0.6,3.6,3.09,High,23,Male,Not working,Tlalpan,No,No,No
1569,8.6,2.7,5.1,2.5,5.1,3.54,High,23,Male,Full-time,Cuauhtemoc,Yes,Yes,Yes
1570,6.1,2.4,9.6,4.7,1.2,2.67,Moderate,24,Female,Not working,Tlahuac,No,No,Yes
1571,9.6,3.9,5.1,3.4,2.0,3.65,High,23,Male,Not working,Cuauhtemoc,Yes,Yes,No
1572,6.3,3.9,8.1,4.5,1.2,2.89,Moderate,22,Male,Part-time,Tlalpan,No,No,Yes
1573,5.4,0.7,8.8,0.1,9.0,2.57,Low,21,Female,Not working,Iztapalapa,No,No,Yes
1574,8.1,2.8,6.7,0.6,5.8,3.5,High,23,Male,Not working,Xochimilco,Yes,Yes,No
1575,5.3,2.4,7.6,4.5,4.2,2.25,Low,22,Female,Not working,Tlalpan,No,No,No
1576,7.0,0.1,6.7,5.9,4.3,3.12,Moderate,24,Female,Full-time,Milpa Alta,Yes,No,Yes
1577,9.4,1.3,7.9,4.6,0.8,3.34,High,20,Male,Not working,Tlalpan,Yes,Yes,Yes
1578,5.4,2.0,9.8,4.2,2.6,2.8,Low,25,Male,Full-time,Tlalpan,No,No,No
1579,5.4,0.8,8.9,5.0,3.9,3.12,Low,21,Male,Part-time,Cuauhtemoc,No,No,Yes
1580,5.1,3.3,8.9,1.6,5.1,3.02,Low,22,Male,Full-time,Cuajimalpa de Morelos,No,No,No
1581,8.5,0.9,5.2,1.2,8.2,3.17,High,24,Female,Not working,Iztapalapa,Yes,Yes,Yes
1582,7.1,2.0,7.4,1.6,5.9,2.86,Moderate,23,Male,Part-time,Iztapalapa,No,No,Yes
1583,5.1,2.4,7.0,1.8,7.7,2.84,Low,23,Male,Part-time,Miguel Hidalgo,Yes,No,Yes
1584,9.3,2.0,5.7,4.2,2.8,3.51,High,22,Male,Not working,Benito Juarez,No,Yes,No
1585,6.0,1.8,5.3,5.0,5.9,2.88,High,20,Female,Full-time,Benito Juarez,No,No,Yes
1586,8.7,2.5,9.0,1.6,2.2,3.53,High,22,Male,Part-time,Miguel Hidalgo,No,No,No
1587,8.9,1.8,9.7,1.8,1.8,3.63,High,24,Female,Part-time,Magdalena Contreras,Yes,Yes,No
1588,9.1,2.2,5.9,2.8,4.0,3.33,High,23,Female,Full-time,Iztapalapa,Yes,No,Yes
1589,9.8,3.0,9.1,0.1,2.0,3.9,High,24,Female,Part-time,Cuauhtemoc,Yes,No,Yes
1590,9.2,0.2,9.3,2.9,2.4,3.29,High,22,Female,Part-time,Iztacalco,Yes,No,No
1591,6.0,1.3,6.4,3.2,7.1,2.84,Moderate,21,Female,Full-time,Venustiano Carranza,No,Yes,Yes
1592,6.2,1.8,7.6,4.6,3.8,2.98,Moderate,21,Male,Not working,Gustavo A. Madero,Yes,No,Yes
1593,7.2,3.2,8.1,0.6,4.9,3.04,Moderate,23,Female,Not working,Tlalpan,Yes,Yes,Yes
1594,7.0,3.0,7.9,2.3,3.8,2.81,Moderate,23,Female,Full-time,Alvaro Obregon,Yes,No,No
1595,5.9,0.9,7.9,2.5,6.8,2.63,Low,22,Male,Not working,Benito Juarez,No,Yes,Yes
1596,8.3,3.4,6.3,2.9,3.1,3.26,High,22,Female,Not working,Miguel Hidalgo,Yes,Yes,Yes
1597,9.9,1.3,8.0,0.4,4.4,3.33,High,22,Female,Part-time,Cuauhtemoc,Yes,No,No
1598,9.8,2.9,8.9,1.7,0.7,3.51,High,22,Male,Not working,Cuauhtemoc,No,No,No
1599,7.9,1.8,9.3,4.8,0.2,3.34,Moderate,23,Female,Full-time,Magdalena Contreras,Yes,No,Yes
1600,7.9,2.2,7.3,1.3,5.3,3.18,Moderate,21,Male,Part-time,Iztacalco,No,Yes,Yes
1601,5.0,1.0,7.5,2.3,8.2,2.82,Low,25,Female,Part-time,Cuauhtemoc,No,No,Yes
1602,6.8,1.8,5.7,0.3,9.4,3.01,High,25,Male,Full-time,Gustavo A. Madero,Yes,No,Yes
1603,8.9,2.3,8.8,0.6,3.4,3.02,High,25,Male,Part-time,Iztapalapa,Yes,Yes,Yes
1604,6.1,0.0,5.7,1.9,10.3,3.01,High,24,Female,Part-time,Alvaro Obregon,Yes,No,Yes
1605,5.6,3.9,6.5,0.8,7.2,2.92,Low,22,Male,Part-time,Alvaro Obregon,Yes,Yes,No
1606,5.3,3.4,9.8,1.4,4.1,2.53,Low,24,Female,Part-time,Tlalpan,No,No,No
1607,7.3,0.1,8.2,2.5,5.9,2.92,Moderate,22,Male,Not working,Tlalpan,Yes,No,No
1608,8.3,1.7,5.9,4.1,4.0,3.11,High,23,Male,Full-time,Coyoacan,Yes,No,No
1609,7.8,3.4,5.6,4.7,2.5,3.02,High,23,Female,Not working,Alvaro Obregon,Yes,Yes,No
1610,8.5,1.8,9.7,0.6,3.4,3.34,High,22,Male,Part-time,Cuauhtemoc,No,Yes,No
1611,8.2,1.5,9.8,1.5,3.0,3.4,High,22,Male,Not working,Iztapalapa,Yes,No,Yes
1612,10.0,1.0,7.2,3.0,2.8,3.37,High,24,Female,Not working,Iztapalapa,Yes,No,Yes
1613,6.5,0.1,6.1,1.7,9.6,2.72,Moderate,24,Female,Part-time,Tlalpan,Yes,Yes,No
1614,9.4,2.8,5.4,3.9,2.5,3.37,High,24,Female,Full-time,Alvaro Obregon,Yes,Yes,Yes
1615,8.3,3.8,5.0,1.5,5.4,3.43,High,25,Female,Part-time,Cuauhtemoc,Yes,No,No
1616,5.5,2.1,6.2,1.1,9.1,2.98,Low,25,Female,Full-time,Gustavo A. Madero,No,No,Yes
1617,9.1,0.5,7.3,5.6,1.5,3.37,High,23,Female,Not working,Azcapotzalco,Yes,Yes,Yes
1618,5.9,1.3,7.1,1.9,7.8,2.91,Low,23,Male,Full-time,Alvaro Obregon,No,No,No
1619,6.4,3.9,5.8,4.4,3.5,2.91,High,23,Male,Not working,Benito Juarez,Yes,Yes,No
1620,5.9,2.6,8.6,4.1,2.8,2.98,Low,23,Male,Full-time,Iztacalco,No,No,Yes
1621,6.6,1.0,9.8,5.5,1.1,3.23,Moderate,25,Female,Full-time,Tlahuac,Yes,No,Yes
1622,7.3,1.7,5.8,2.6,6.6,3.07,High,21,Male,Not working,Coyoacan,Yes,Yes,No
1623,7.7,0.1,7.2,4.7,4.3,3.37,Moderate,22,Male,Part-time,Coyoacan,Yes,No,Yes
1624,9.5,0.1,7.8,4.7,1.9,3.71,High,22,Male,Not working,Coyoacan,Yes,Yes,No
1625,7.7,1.3,5.7,5.3,4.0,3.36,High,25,Female,Full-time,Alvaro Obregon,Yes,No,No
1626,7.9,2.7,9.0,2.9,1.5,3.17,Moderate,25,Male,Full-time,Iztapalapa,No,No,Yes
1627,7.0,2.1,9.0,2.2,3.7,2.89,Moderate,20,Female,Not working,Iztacalco,Yes,Yes,No
1628,9.6,0.4,8.2,2.4,3.4,3.4,High,23,Female,Part-time,Miguel Hidalgo,Yes,Yes,No
1629,7.0,2.7,5.3,3.6,5.4,3.17,High,20,Female,Not working,Iztapalapa,Yes,Yes,No
1630,5.9,3.6,8.3,5.3,0.9,2.99,Low,23,Male,Full-time,Iztacalco,No,No,Yes
1631,7.4,2.2,9.6,4.3,0.5,2.77,Moderate,22,Female,Not working,Cuauhtemoc,No,No,Yes
1632,7.0,1.6,6.4,1.6,7.4,2.97,Moderate,25,Male,Part-time,Milpa Alta,Yes,No,Yes
1633,9.3,0.3,8.4,1.0,5.0,3.29,High,25,Male,Part-time,Iztapalapa,No,No,No
1634,6.3,3.1,9.4,1.2,4.0,2.91,Moderate,25,Female,Not working,Milpa Alta,No,Yes,No
1635,7.3,1.9,9.4,4.1,1.3,3.51,Moderate,23,Female,Full-time,Benito Juarez,No,No,Yes
1636,9.2,0.0,7.0,5.4,2.4,3.41,High,24,Male,Not working,Venustiano Carranza,No,No,Yes
1637,8.7,2.2,7.6,1.9,3.6,3.73,High,24,Male,Not working,Miguel Hidalgo,No,No,Yes
1638,7.1,2.9,9.3,0.7,4.0,3.12,Moderate,24,Male,Not working,Gustavo A. Madero,Yes,No,Yes
1639,7.3,1.6,8.4,1.5,5.2,3.27,Moderate,21,Male,Not working,Tlalpan,Yes,Yes,Yes
1640,7.1,3.6,10.0,0.4,2.9,3.13,Moderate,21,Female,Part-time,Benito Juarez,No,No,Yes
1641,6.2,3.8,9.8,0.4,3.8,3.17,Moderate,23,Male,Part-time,Miguel Hidalgo,Yes,No,No
1642,5.1,2.4,6.4,5.2,4.9,2.77,Low,20,Female,Not working,Benito Juarez,Yes,No,Yes
1643,6.4,2.7,8.4,1.3,5.2,2.94,Moderate,25,Male,Full-time,Xochimilco,Yes,No,Yes
1644,6.4,3.2,9.0,2.5,2.9,2.87,Moderate,21,Male,Not working,Coyoacan,No,Yes,Yes
1645,8.0,2.4,9.1,1.9,2.6,3.01,Moderate,24,Female,Part-time,Cuauhtemoc,No,Yes,Yes
1646,7.7,1.8,7.2,0.5,6.8,2.97,Moderate,22,Female,Not working,Gustavo A. Madero,No,No,Yes
1647,8.6,0.9,6.0,2.5,6.0,3.38,High,20,Female,Not working,Cuauhtemoc,Yes,No,Yes
1648,6.9,1.8,7.7,1.2,6.4,2.75,Moderate,23,Female,Full-time,Alvaro Obregon,Yes,No,Yes
1649,5.8,3.5,7.2,2.5,5.0,2.87,Low,22,Female,Not working,Iztapalapa,Yes,No,No
1650,7.8,2.2,8.5,1.0,4.5,3.06,Moderate,21,Female,Not working,Alvaro Obregon,No,No,No
1651,6.3,3.2,9.7,0.7,4.1,2.65,Moderate,24,Male,Full-time,Cuauhtemoc,Yes,No,No
1652,5.3,1.3,5.7,4.3,7.4,2.79,High,23,Female,Not working,Magdalena Contreras,No,Yes,Yes
1653,7.7,0.6,5.0,4.8,5.9,3.23,High,22,Female,Part-time,Tlalpan,Yes,Yes,Yes
1654,6.7,2.3,6.6,0.5,7.9,2.77,Moderate,25,Male,Full-time,Cuajimalpa de Morelos,No,Yes,No
1655,6.1,0.8,7.1,3.9,6.1,3.4,Moderate,20,Male,Part-time,Tlalpan,Yes,No,No
1656,9.8,2.4,7.4,2.5,1.9,3.56,High,25,Male,Part-time,Venustiano Carranza,Yes,No,Yes
1657,9.6,3.3,6.6,1.1,3.4,3.45,High,24,Male,Full-time,Venustiano Carranza,Yes,No,Yes
1658,8.7,2.0,5.3,4.3,3.7,2.96,High,23,Female,Not working,Magdalena Contreras,Yes,Yes,Yes
1659,9.0,1.2,8.3,2.3,3.2,3.74,High,20,Female,Not working,Tlalpan,Yes,Yes,No
1660,9.4,2.0,6.6,4.5,1.5,3.46,High,23,Male,Full-time,Coyoacan,Yes,Yes,Yes
1661,6.1,1.6,9.3,4.3,2.7,2.65,Moderate,22,Male,Not working,Gustavo A. Madero,No,No,Yes
1662,6.8,1.1,5.9,4.5,5.7,2.93,High,25,Male,Not working,Xochimilco,Yes,Yes,No
1663,6.3,1.8,6.9,5.9,3.1,2.8,Moderate,22,Female,Part-time,Tlalpan,No,No,No
1664,5.4,2.4,8.0,2.5,5.7,2.77,Low,20,Male,Not working,Cuauhtemoc,Yes,No,Yes
1665,7.2,0.2,7.6,3.0,6.0,2.83,Moderate,22,Female,Not working,Iztapalapa,Yes,No,No
1666,6.3,0.7,9.8,5.1,2.1,3.03,Moderate,22,Male,Part-time,Cuauhtemoc,No,No,Yes
1667,6.2,1.3,6.0,3.0,7.5,3.12,Moderate,23,Male,Full-time,Iztapalapa,No,Yes,Yes
1668,5.8,3.2,9.0,0.8,5.2,2.88,Low,22,Female,Not working,Cuajimalpa de Morelos,No,No,No
1669,7.0,0.7,6.3,1.6,8.4,2.63,Moderate,24,Female,Full-time,Venustiano Carranza,No,No,Yes
1670,9.7,0.5,9.9,0.9,3.0,3.72,High,24,Male,Part-time,Gustavo A. Madero,Yes,No,Yes
1671,8.9,1.4,5.7,5.1,2.9,3.55,High,22,Male,Part-time,Tlalpan,Yes,No,No
1672,7.8,1.9,7.5,4.4,2.4,2.91,Moderate,25,Male,Not working,Iztapalapa,No,No,No
1673,5.4,2.7,9.5,0.3,6.1,2.9,Low,23,Female,Part-time,Iztacalco,Yes,Yes,Yes
1674,7.2,1.6,5.7,3.0,6.5,2.94,High,21,Male,Not working,Coyoacan,Yes,No,No
1675,5.6,1.9,8.8,1.5,6.2,2.89,Low,22,Male,Not working,Magdalena Contreras,Yes,No,No
1676,8.4,3.4,7.1,3.9,1.2,3.26,High,25,Female,Not working,Alvaro Obregon,Yes,Yes,Yes
1677,5.2,0.5,6.0,2.4,9.9,2.69,Low,24,Male,Not working,Iztapalapa,Yes,No,No
1678,8.3,2.8,7.9,1.8,3.2,3.44,High,24,Male,Not working,Azcapotzalco,Yes,Yes,Yes
1679,7.9,1.4,5.4,6.0,3.3,3.11,High,21,Female,Part-time,Miguel Hidalgo,Yes,Yes,No
1680,8.3,1.3,7.0,1.6,5.8,3.39,High,21,Male,Part-time,Iztapalapa,Yes,Yes,No
1681,6.7,1.6,8.6,3.1,4.0,3.54,Moderate,22,Male,Full-time,Cuauhtemoc,Yes,No,Yes
1682,9.6,0.2,7.9,5.1,1.2,3.46,High,25,Male,Not working,Tlalpan,Yes,No,Yes
1683,6.2,3.5,5.1,4.4,4.8,2.97,High,22,Male,Not working,Venustiano Carranza,Yes,No,Yes
1684,7.2,0.2,9.6,2.8,4.2,3.19,Moderate,24,Female,Part-time,Gustavo A. Madero,Yes,Yes,No
1685,5.1,2.8,7.4,0.7,8.0,3.15,Low,20,Female,Part-time,Gustavo A. Madero,No,No,Yes
1686,7.5,3.3,9.3,2.4,1.5,3.36,Moderate,20,Female,Full-time,Venustiano Carranza,Yes,No,No
1687,5.1,2.8,7.1,3.4,5.6,2.5,Low,22,Male,Full-time,Xochimilco,No,Yes,Yes
1688,9.6,0.5,8.4,0.0,5.5,3.7,High,23,Male,Not working,Alvaro Obregon,Yes,No,Yes
1689,9.6,0.5,5.5,2.0,6.4,3.19,High,23,Male,Part-time,Xochimilco,Yes,No,Yes
1690,7.9,1.8,5.2,1.9,7.2,3.07,High,23,Female,Part-time,Gustavo A. Madero,Yes,No,No
1691,9.1,2.8,8.6,2.4,1.1,3.24,High,22,Male,Not working,Benito Juarez,Yes,Yes,Yes
1692,6.4,3.3,9.9,2.2,2.2,2.9,Moderate,23,Female,Full-time,Tlahuac,No,No,Yes
